smiles,BalabanJ,Chi0,Chi1n,Chi1v,Chi4n,EState_VSA1,EState_VSA2,EState_VSA9,FpDensityMorgan1,FpDensityMorgan3,FractionCSP3,HallKierAlpha,HeavyAtomCount,Kappa3,MinAbsEStateIndex,MolLogP,NHOHCount,NOCount,NumAliphaticHeterocycles,NumAliphaticRings,NumAromaticCarbocycles,NumHAcceptors,NumHDonors,NumRotatableBonds,NumSaturatedHeterocycles,NumSaturatedRings,PEOE_VSA1,PEOE_VSA2,PEOE_VSA8,SMR_VSA1,SMR_VSA10,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,SMR_VSA9,SlogP_VSA1,SlogP_VSA10,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA7,VSA_EState1,VSA_EState10,VSA_EState2,VSA_EState3,VSA_EState6,VSA_EState8,fr_Al_COO,fr_Al_OH,fr_Al_OH_noTert,fr_COO,fr_COO2,fr_C_O_noCOO,fr_C_S,fr_alkyl_halide,fr_bicyclic,fr_diazo,fr_ester,fr_ether,fr_imide,fr_ketone,fr_ketone_Topliss,fr_nitrile,fr_nitro,fr_oxazole,fr_para_hydroxylation,fr_piperzine,fr_quatN,fr_thiophene,fr_unbrch_alkane,Eea,Egb,Egc,Ei
*c1ccc(-c2nc3cc4nc(*)oc4cc3o2)cc1,1.912951970395641,13.689869965382487,5.436991515352813,5.436991515352813,1.8874381771110615,0.0,0.0,8.834301874106695,0.8888888888888888,2.5555555555555554,0.0,-2.62,18,1.089728495389899,0.018679446321942628,1.9851999999999996,0,4,0,0,2,4,0,1,0,0,0.0,0.0,0.0,8.834301874106695,34.659448285769145,9.967957041894417,0.0,0.0,0.0,36.39820241076966,11.454175413722904,12.460006567252133,0.0,9.967957041894417,0.0,0.0,0.0,0.0,11.710149873208135,0.0,8.992424932170604,0.0,13.78764155894477,0.0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,3.0398,-99.0,2.6504,5.6689
*CCCCCS*,2.53006045688352,6.242640687119286,2.2886751345948126,2.866025403784438,0.27883876791260254,0.0,0.0,0.0,1.5,3.1666666666666665,1.0,0.35,6,1.7055769062800243,0.6607681405895691,2.3218000000000005,0,0,0,0,0,1,0,5,0,0,0.0,0.0,0.0,0.0,12.628789148012991,0.0,0.0,26.186202068468653,5.752853606746789,0.0,0.0,0.0,0.0,5.752853606746789,0.0,0.0,19.26246486877803,6.923737199690624,1.3980668934240361,2.2224697656840515,0.0,0.0,0.0,1.6259448223733939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.5118,4.989,-99.0,5.7733
*Sc1ccc(*)cc1,2.881555877646136,6.69023444431199,2.02549135027785,2.433739640741713,0.3716025825849637,0.0,0.0,0.0,1.4285714285714286,2.7142857142857144,0.0,-0.43000000000000005,7,0.5303040079961215,0.4362962962962963,1.4176,0,0,0,0,1,1,0,1,0,0,0.0,0.0,0.0,0.0,18.6951562164746,0.0,0.0,4.895483475517775,0.0,24.26546827384644,0.0,6.06636706846161,0.0,0.0,0.0,0.0,0.0,0.0,0.9303703703703704,2.0552777777777775,1.485,0.0,10.69601851851852,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0372,3.1848,3.6211,6.1739
*CCOC(=O)CCCCC(=O)O*,3.2674643165825263,10.811554787871634,3.8122784967090864,3.8122784967090864,0.7246793685588859,0.0,11.938610575903699,9.843390348640755,1.25,2.5,0.75,-1.06,12,3.953391917712515,0.10858746430670996,1.0651,0,4,0,0,0,4,0,7,0,0,0.0,0.0,0.0,19.432464716784395,11.938610575903699,0.0,0.0,32.60702369139466,6.606881964512918,0.0,0.0,0.0,0.0,18.545492540416618,19.432464716784395,0.0,25.683286491704038,6.923737199690624,5.025250094221956,0.0,21.778763049220302,4.725302203258101,0.0,1.7025260071251234,0,0,0,0,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1.0754,6.7769,6.7259,7.8277
*CCOC(=O)CCCCCCC(=O)O*,3.201364976875434,12.22576835024473,4.812278496709086,4.812278496709086,1.0782327591521597,0.0,11.938610575903699,9.843390348640755,1.0714285714285714,2.2857142857142856,0.8,-1.06,14,5.562429802659069,0.04643007672408794,1.8453,0,4,0,0,0,4,0,9,0,0,0.0,0.0,0.0,19.432464716784395,11.938610575903699,0.0,0.0,45.448666937246685,6.606881964512918,0.0,0.0,0.0,0.0,18.545492540416618,19.432464716784395,0.0,38.524929737556064,6.923737199690624,5.132032968159827,0.0,21.971929652943988,4.782133007525809,0.0,1.7549680687093274,0,0,0,0,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3,0.8924,6.8383,6.9025,7.7636
*CCOC(=O)c1ccc(C(=O)O*)cc1,2.7063255689438686,11.966255326250886,3.926538920568458,3.926538920568458,0.9184244307915449,0.0,11.938610575903699,9.843390348640755,1.2142857142857142,2.2857142857142856,0.2,-1.8399999999999999,14,1.7359817018337265,0.29413121283611887,1.4321,0,4,0,0,1,4,0,4,0,0,0.0,0.0,0.0,19.432464716784395,11.938610575903699,0.0,0.0,6.923737199690624,6.606881964512918,35.392371257240434,0.0,0.0,0.0,18.545492540416618,9.843390348640755,0.0,20.715977351537635,6.923737199690624,4.928380264499943,0.0,22.654966752924004,4.804654055109953,6.371548563869991,1.563473427760044,0,0,0,0,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2.2723,3.8637,4.6867,7.1539
*CCCCOC(=O)c1ccc(C(=O)O*)cc1,2.511191897655054,13.380468888623982,4.926538920568457,4.926538920568457,1.0926552870562138,0.0,11.938610575903699,9.843390348640755,1.125,2.3125,0.3333333333333333,-1.8399999999999999,16,2.5945862023595456,0.30058968346801995,2.2123,0,4,0,0,1,4,0,6,0,0,0.0,0.0,0.0,19.432464716784395,11.938610575903699,0.0,0.0,19.765380445542643,6.606881964512918,35.392371257240434,0.0,0.0,0.0,18.545492540416618,9.843390348640755,0.0,33.55762059738965,6.923737199690624,5.221864097645087,0.0,22.916637933613664,4.829203612002168,6.408177437641723,1.8305235195015208,0,0,0,0,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,2.4936,4.0149,-99.0,7.6583
*CC(=O)O*,2.9881608821342693,4.99156383156272,0.7618016810571369,0.7618016810571369,0.0,0.0,5.969305287951849,0.0,2.75,3.5,0.5,-0.53,4,0.02696833293192366,0.0648148148148151,-0.038500000000000034,0,2,0,0,0,2,0,1,0,0,0.0,0.0,0.0,9.901064578912528,5.969305287951849,0.0,0.0,6.923737199690624,0.0,0.0,0.0,0.0,0.0,5.969305287951849,9.901064578912528,0.0,0.0,6.923737199690624,0.16435185185185197,0.0,10.083333333333334,4.572916666666667,0.0,0.7812499999999999,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2063,6.5712,7.0895,8.2018
*CCCCCC(=O)O*,2.9617756061821483,7.819990956308912,2.761801681057136,2.761801681057136,0.4461142625940432,0.0,5.969305287951849,5.106527394840706,1.625,3.125,0.8333333333333334,-0.53,8,1.958669537588103,0.044577664399093386,1.5219,0,2,0,0,0,2,0,5,0,0,0.0,0.0,0.0,9.901064578912528,5.969305287951849,0.0,0.0,32.60702369139466,0.0,0.0,0.0,0.0,0.0,5.969305287951849,9.901064578912528,0.0,25.683286491704038,6.923737199690624,0.4506580687830688,0.0,10.630856009070294,4.757101048752834,0.0,1.4751216458805745,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.5062,7.0558,6.6614,7.458
*CCC(=O)O*,3.002590528674132,5.698670612749268,1.2618016810571366,1.2618016810571366,0.0,0.0,5.969305287951849,0.0,2.4,3.4,0.6666666666666666,-0.53,5,0.3752745371830096,0.05092592592592626,0.35159999999999997,0,2,0,0,0,2,0,2,0,0,0.0,0.0,0.0,9.901064578912528,5.969305287951849,0.0,0.0,13.344558822616634,0.0,0.0,0.0,0.0,0.0,5.969305287951849,9.901064578912528,0.0,6.4208216229260096,6.923737199690624,0.31245370370370384,0.0,10.292083333333334,4.641666666666667,0.0,1.1577314814814814,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7562,6.684,7.0337,7.7853
*Oc1ccc(CC(*)=O)cc1,2.7091478243736495,8.974691494688164,2.9367222766963295,2.9367222766963295,0.6906381763138129,0.0,0.0,5.106527394840706,1.6,2.8,0.125,-1.31,10,1.0037072449409417,0.017287414965986514,1.1481000000000001,0,2,0,0,1,2,0,3,0,0,0.0,0.0,0.0,9.901064578912528,6.286160523129555,0.0,0.0,6.4208216229260096,0.0,29.828919765543436,5.749511833283905,5.106527394840706,0.0,6.286160523129555,11.21535880699783,0.0,5.563451491696996,0.0,-0.1360664682539683,0.0,10.859827333711262,5.2548455215419505,7.86537037037037,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5033,4.6878,4.8618,6.3961
*Cc1ccc(C(=O)O*)cc1,2.843524062030637,8.974691494688164,2.8331688861030555,2.8331688861030555,0.6408284278600322,0.0,5.969305287951849,5.106527394840706,1.6,2.8,0.125,-1.31,10,0.7775672799841752,0.14843159486016577,1.357,0,2,0,0,1,2,0,2,0,0,0.0,0.0,0.0,9.901064578912528,5.969305287951849,0.0,0.0,6.923737199690624,0.0,35.392371257240434,0.0,0.0,0.0,5.969305287951849,12.03026459453133,0.0,15.921440167465814,0.0,0.1582752267573695,0.0,11.068957860922147,4.836452900604686,7.778888888888888,1.25317720143613,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.2574,3.7934,4.9209,7.179
*CCC(=O)N*,3.002590528674132,5.698670612749268,1.307677535825205,1.307677535825205,0.0,0.0,0.0,0.0,2.4,3.4,0.6666666666666666,-0.53,5,0.3752745371830096,0.12467592592592591,-0.07540000000000008,1,2,0,0,0,1,1,2,0,0,0.0,0.0,0.0,4.794537184071822,5.907179729351506,5.733667477162185,0.0,13.344558822616634,0.0,0.0,0.0,5.733667477162185,0.0,5.907179729351506,4.794537184071822,0.0,6.4208216229260096,6.923737199690624,0.6024537037037038,0.0,10.403194444444445,0.0,0.0,1.2202314814814814,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1904,6.2028,5.6558,6.8452
*CCCCCCC(=O)N*,2.9549874302986416,8.52709773749546,3.3076775358252046,3.3076775358252046,0.6391105218902952,0.0,0.0,0.0,1.4444444444444444,2.888888888888889,0.8571428571428571,-0.53,9,3.115504865425441,0.08659761589821113,1.4849999999999999,1,2,0,0,0,1,1,6,0,0,0.0,0.0,0.0,4.794537184071822,5.907179729351506,5.733667477162185,0.0,39.02784531432067,0.0,0.0,0.0,5.733667477162185,0.0,5.907179729351506,4.794537184071822,0.0,32.10410811463005,6.923737199690624,0.7276898305618543,0.0,10.80822869425548,0.0,0.0,1.526208978961955,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.6934,5.9361,6.0436,6.5849
*CC(=O)N*,2.9881608821342693,4.99156383156272,0.8076775358252053,0.8076775358252053,0.0,0.0,0.0,0.0,2.75,3.5,0.5,-0.53,4,0.02696833293192366,0.14467592592592593,-0.46549999999999997,1,2,0,0,0,1,1,1,0,0,0.0,0.0,0.0,4.794537184071822,5.907179729351506,5.733667477162185,0.0,6.923737199690624,0.0,0.0,0.0,5.733667477162185,0.0,5.907179729351506,4.794537184071822,0.0,0.0,6.923737199690624,0.47685185185185186,0.0,10.194444444444445,0.0,0.0,0.8923611111111109,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7672,5.7289,6.0823,7.2525
*Nc1cccc(C(*)=O)c1,3.0058892189147386,8.267584713501616,2.5254913502778504,2.5254913502778504,0.5826874442850372,0.0,0.0,0.0,1.7777777777777777,3.3333333333333335,0.0,-1.31,9,0.6819118093422446,0.1685185185185185,1.2523,1,2,0,0,1,2,1,2,0,0,0.0,0.0,0.0,4.794537184071822,11.973546797813118,0.0,0.0,0.0,5.733667477162185,29.828919765543436,0.0,5.733667477162185,5.687386274683562,6.286160523129555,0.0,0.0,10.357988675768818,0.0,0.021995464852607727,0.0,11.01726379440665,0.0,7.81662037037037,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.356,3.2399,4.1556,6.1179
*Cc1ccc(C(=O)N*)cc1,2.843524062030637,8.974691494688164,2.879044740871124,2.879044740871124,0.6561203794493884,0.0,5.907179729351506,0.0,1.6,2.8,0.125,-1.31,10,0.7775672799841752,0.022714238473167114,0.9299999999999999,1,2,0,0,1,1,1,2,0,0,0.0,0.0,0.0,4.794537184071822,5.907179729351506,5.733667477162185,0.0,6.923737199690624,0.0,35.392371257240434,0.0,5.733667477162185,0.0,5.907179729351506,6.923737199690624,0.0,15.921440167465814,0.0,0.4239002267573695,0.0,11.180068972033258,0.0,7.98388888888889,1.2735853647014361,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8315,4.2448,5.0419,6.8713
*CCCCCOC(=O)Nc1ccc(C)c(NC(=O)O*)c1,2.4913959189658534,16.372032720186702,6.343205587235125,6.343205587235125,1.5420256880327947,12.18648014187683,0.0,9.843390348640755,1.25,2.85,0.42857142857142855,-2.2399999999999998,20,4.4554338961373325,0.4404991817841124,3.6942200000000023,2,6,0,0,1,4,2,7,0,0,0.0,0.0,0.0,19.432464716784395,23.561252691243954,0.0,0.0,33.10993926815928,17.24045917252558,23.762552697081826,0.0,10.633577208012662,20.963846917510768,18.793362106389747,9.843390348640755,6.923737199690624,24.825916360475023,6.923737199690624,5.196792748719329,0.0,23.012882159854456,10.129143218324455,5.28457248544505,3.7163956065207246,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0.9199,4.5288,5.0895,5.1674
*OC(=O)c1ccc(C(*)=O)cc1,2.9340419411151166,9.844934982691242,2.9337396407417136,2.9337396407417136,0.6743520127395849,0.0,12.255465811081404,5.106527394840706,1.2727272727272727,2.272727272727273,0.0,-1.6400000000000001,11,1.00317142979196,0.24841742252456567,0.9972,0,3,0,0,1,3,0,2,0,0,0.0,0.0,0.0,14.69560176298435,12.255465811081404,0.0,0.0,0.0,0.0,35.392371257240434,0.0,0.0,0.0,12.255465811081404,5.106527394840706,0.0,20.715977351537635,0.0,-0.6267363473167045,0.0,22.06890235260771,4.7783640400604686,6.696018518518519,0.0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2451,3.1295,4.5736,7.8184
*Oc1ccc(OC(*)=O)cc1,2.7091478243736495,8.974691494688164,2.637863785973645,2.637863785973645,0.5557978685053869,0.0,6.472220864716464,9.843390348640755,1.4,2.5,0.0,-1.5100000000000002,10,0.9316496277149803,0.053664965986394364,1.5778,0,3,0,0,1,3,0,2,0,0,0.0,0.0,0.0,14.637927532712578,6.472220864716464,0.0,0.0,0.0,0.0,24.26546827384644,11.49902366656781,9.843390348640755,4.794537184071822,6.472220864716464,0.0,0.0,0.0,0.0,4.551637613378686,0.0,10.63760511148904,5.199289965986394,7.170925925925927,-0.053664965986394364,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.4499,4.3251,5.1376,6.5915
*CCCN*,2.3390923149762908,4.82842712474619,1.3535533905932735,1.3535533905932735,0.0,0.0,0.0,0.0,2.25,3.5,1.0,-0.04,4,0.20616508400292186,0.5181944444444444,0.39799999999999996,1,1,0,0,0,1,1,3,0,0,0.0,0.0,0.0,0.0,0.0,5.733667477162185,0.0,13.344558822616634,6.544756405912575,0.0,0.0,5.733667477162185,0.0,6.544756405912575,0.0,0.0,6.4208216229260096,6.923737199690624,1.2463888888888888,0.0,0.0,0.0,0.0,2.919305555555556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5296,6.381,5.2088,5.8246
*Oc1ccc(C(=O)c2ccc(*)cc2)cc1,2.268204423334219,12.25071237662706,4.550982700555701,4.550982700555701,1.3112465469139045,0.0,5.783244946364939,5.106527394840706,1.0,2.066666666666667,0.0,-2.0899999999999994,15,1.5015486141216825,0.08304988662131585,1.9353,0,2,0,0,2,2,0,3,0,0,0.0,0.0,0.0,9.901064578912528,11.84961201482655,0.0,0.0,0.0,0.0,59.65783953108687,5.749511833283905,11.172894463302317,0.0,5.783244946364939,0.0,0.0,15.921440167465814,0.0,0.13103662110696734,0.0,12.152442365835224,5.317318847878913,16.784863540840277,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2.4594,3.1383,3.9194,6.383
*c1ccc(*)cc1,3.0324555320336755,5.983127663125442,1.8213672050459184,1.8213672050459184,0.30356120084098653,0.0,0.0,0.0,1.0,1.6666666666666667,0.0,-0.78,6,0.18668093976595246,0.45944444444444443,0.035800000000000054,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,12.13273413692322,0.0,0.0,0.0,0.0,24.26546827384644,0.0,12.13273413692322,0.0,0.0,0.0,0.0,0.0,0.0,0.9188888888888889,0.0,0.0,0.0,12.414444444444444,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.6013,-99.0,-99.0,5.0935
*CCc1ccc(-c2ccc(*)cc2)cc1,2.238556210452561,11.380468888623982,4.746287800685112,4.746287800685112,1.443207044672815,0.0,0.0,0.0,0.8571428571428571,2.0,0.14285714285714285,-1.5599999999999996,14,1.4375080099679607,0.3514969153154579,3.0383000000000013,0,0,0,0,2,0,0,3,0,0,0.0,0.0,0.0,0.0,6.06636706846161,0.0,0.0,13.344558822616634,0.0,54.09438803938988,11.126902983393991,6.06636706846161,0.0,0.0,6.4208216229260096,0.0,5.563451491696996,6.923737199690624,0.9194960287961731,0.0,0.0,0.0,19.768045335162938,1.4704453770335806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.482,3.7492,4.2048,5.6867
