SMILES descriptor 1,SMILES descriptor 2,Anion Smiles,log Li:functional group,Comonomer percentage,approxMW(kDa),approxTg,chain architecture,Comonomer 1 CIC1,Comonomer 1 JGI8,Comonomer 1 MQNs_16,Comonomer 1 NumAromaticRings,Comonomer 1 PubchemFP145,Comonomer 1 PubchemFP15,Comonomer 1 PubchemFP178,Comonomer 1 PubchemFP299,Comonomer 1 PubchemFP33,Comonomer 1 PubchemFP340,Comonomer 1 PubchemFP367,Comonomer 1 PubchemFP370,Comonomer 1 PubchemFP375,Comonomer 1 PubchemFP434,Comonomer 1 PubchemFP528,Comonomer 1 PubchemFP582,Comonomer 1 PubchemFP613,Comonomer 1 PubchemFP643,Comonomer 1 PubchemFP680,Comonomer 1 PubchemFP693,Comonomer 1 PubchemFP696,Comonomer 1 RDF120u,Comonomer 1 RDF130m,Comonomer 1 RDF65u,Comonomer 1 RDF95m,Comonomer 1 RDF95u,Comonomer 1 SMR_VSA10,Comonomer 1 SMR_VSA7,Comonomer 1 SlogP_VSA12,Comonomer 1 SlogP_VSA6,Comonomer 1 fr_aryl_methyl,Comonomer 1 qed,Comonomer 2 AVP-0,Comonomer 2 GATS3m,Comonomer 2 GATS5v,Comonomer 2 MATS3s,Comonomer 2 MATS4c,Comonomer 2 MQNs_16,Comonomer 2 MQNs_5,Comonomer 2 NumAromaticCarbocycles,Comonomer 2 NumAromaticRings,Comonomer 2 PubchemFP12,Comonomer 2 PubchemFP13,Comonomer 2 PubchemFP148,Comonomer 2 PubchemFP15,Comonomer 2 PubchemFP178,Comonomer 2 PubchemFP299,Comonomer 2 PubchemFP3,Comonomer 2 PubchemFP33,Comonomer 2 PubchemFP370,Comonomer 2 PubchemFP375,Comonomer 2 PubchemFP376,Comonomer 2 PubchemFP439,Comonomer 2 PubchemFP528,Comonomer 2 PubchemFP586,Comonomer 2 PubchemFP613,Comonomer 2 PubchemFP614,Comonomer 2 PubchemFP656,Comonomer 2 PubchemFP680,Comonomer 2 PubchemFP688,Comonomer 2 PubchemFP696,Comonomer 2 RDF100m,Comonomer 2 SMR_VSA7,Comonomer 2 SlogP_VSA10,Comonomer 2 SlogP_VSA12,Comonomer 2 SlogP_VSA6,Comonomer 2 TDB10s,Comonomer 2 VSA_EState10,Comonomer 2 fr_aryl_methyl,drying vacuum,logCond60
*CCOC(=O)O*,*CCO*,[B-](F)(F)(F)F,-0.269119149,95.2,37.0,-47.0,S_1,1.625814584,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.02e-12,0.0,0.0,6.15536563,0.0,0.0,0.0,0,0.403686926,0.80274943,1.538441841,0.0,-0.375,0.147662732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,-5.08
*CCOC(=O)O*,*CCO*,[B-](F)(F)(F)F,-0.135672145,95.2,37.0,-69.0,S_1,1.625814584,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.02e-12,0.0,0.0,6.15536563,0.0,0.0,0.0,0,0.403686926,0.80274943,1.538441841,0.0,-0.375,0.147662732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,-4.34
*CCOC(=O)O*,*CCO*,[O-]Cl(=O)(=O)=O,-0.695056994,95.2,37.0,-8.0,S_1,1.625814584,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.02e-12,0.0,0.0,6.15536563,0.0,0.0,0.0,0,0.403686926,0.80274943,1.538441841,0.0,-0.375,0.147662732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,-5.3
*CCOC(=O)O*,*CCO*,[O-]Cl(=O)(=O)=O,-0.269088262,95.2,37.0,-28.0,S_1,1.625814584,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.02e-12,0.0,0.0,6.15536563,0.0,0.0,0.0,0,0.403686926,0.80274943,1.538441841,0.0,-0.375,0.147662732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,-5.1
*CCOC(=O)O*,*CCO*,[O-]Cl(=O)(=O)=O,0.083094256,95.2,37.0,-1.0,S_1,1.625814584,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.02e-12,0.0,0.0,6.15536563,0.0,0.0,0.0,0,0.403686926,0.80274943,1.538441841,0.0,-0.375,0.147662732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,-5.64
*CCOC(=O)O*,*CCO*,[O-]Cl(=O)(=O)=O,0.509062989,95.2,37.0,2.0,S_1,1.625814584,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.02e-12,0.0,0.0,6.15536563,0.0,0.0,0.0,0,0.403686926,0.80274943,1.538441841,0.0,-0.375,0.147662732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,-6.57
*CCOC(=O)O*,*CCO*,C(F)(F)(F)S(=O)(=O)[O-],-0.861239964,95.2,37.0,-7.0,S_1,1.625814584,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.02e-12,0.0,0.0,6.15536563,0.0,0.0,0.0,0,0.403686926,0.80274943,1.538441841,0.0,-0.375,0.147662732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,-5.8
*CCOC(=O)O*,*CCO*,C(F)(F)(F)S(=O)(=O)[O-],-0.435271232,95.2,37.0,-16.0,S_1,1.625814584,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.02e-12,0.0,0.0,6.15536563,0.0,0.0,0.0,0,0.403686926,0.80274943,1.538441841,0.0,-0.375,0.147662732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,-5.2
*CCOC(=O)O*,*CCO*,C(F)(F)(F)S(=O)(=O)[O-],-0.083088714,95.2,37.0,-7.0,S_1,1.625814584,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.02e-12,0.0,0.0,6.15536563,0.0,0.0,0.0,0,0.403686926,0.80274943,1.538441841,0.0,-0.375,0.147662732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,-6.7
CCCCOCC(*)COC(=O)O*,CCCCOCC(*)COC(=O)O*,C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,-1.0,100.0,20.9,-24.0,S_1,2.598388839,0.012345679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.794467269,0.017142716,5.585966244,2.68530312,4.035616935,6.15536563,0.0,0.0,0.0,0,0.455055742,0.639043922,0.862862733,0.925492684,0.066657376,-0.257414753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.166367917,0.0,4.794537184,0.0,0.0,28.62831787,0.0,0,2,-4.038483989
*COC(=O)OC*,*COC(=O)OC*,C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,-0.698970004,100.0,50.0,34.0,S_1,1.625814584,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.02e-12,0.0,0.0,6.15536563,0.0,0.0,0.0,0,0.403686926,0.620790812,0.818863047,2.533670008,0.050824392,-0.370756545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,4.794537184,0.0,0.0,0.0,0.0,0,2,-3.73196055
*COC(=O)OC*,*COC(=O)OC*,C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,-0.397940009,100.0,50.0,31.0,S_1,1.625814584,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.02e-12,0.0,0.0,6.15536563,0.0,0.0,0.0,0,0.403686926,0.620790812,0.818863047,2.533670008,0.050824392,-0.370756545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,4.794537184,0.0,0.0,0.0,0.0,0,2,-3.73196055
*COC(=O)OC*,*COC(=O)OC*,C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,-0.22184875,100.0,50.0,29.0,S_1,1.625814584,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.02e-12,0.0,0.0,6.15536563,0.0,0.0,0.0,0,0.403686926,0.620790812,0.818863047,2.533670008,0.050824392,-0.370756545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,4.794537184,0.0,0.0,0.0,0.0,0,2,-3.115244274
*COC(=O)OC*,*COC(=O)OC*,C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,-0.096910013,100.0,50.0,25.0,S_1,1.625814584,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.02e-12,0.0,0.0,6.15536563,0.0,0.0,0.0,0,0.403686926,0.620790812,0.818863047,2.533670008,0.050824392,-0.370756545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,4.794537184,0.0,0.0,0.0,0.0,0,2,-2.757906016
*CC(*)C#N,*CCCCOC(=O)CC*,C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,0.079181246,67.0,65.0,-22.0,S_1,1.289960053,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.16e-176,0.0,0.0,0.0,0.0,0.0,0.0,0,0.40381422,0.682769301,0.909950092,0.992453705,-0.025179842,-0.11517003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4.42e-05,0.0,0.0,0.0,0.0,0.0,0.0,0,2,-4.6409
C[Si](*)(CCC*)CCC1COC(=O)O1,C[Si](*)(CCC*)CCC1COC(=O)O1,C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,-1.0,100.0,17.3,-20.0,S_1,2.614795162,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.83e-107,5.13e-288,7.750167257,0.000644346,0.005747055,14.22923793,0.0,0.0,0.0,0,0.51908751,0.740809405,1.248750572,0.685182813,-0.017644277,-0.045116485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.266508979,0.0,4.794537184,0.0,0.0,0.0,0.0,0,2,-5.946921557
C[Si](*)(CCC*)CCC1COC(=O)O1,C[Si](*)(CCC*)CCC1COC(=O)O1,C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,-0.602059991,100.0,17.3,-20.0,S_1,2.614795162,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.83e-107,5.13e-288,7.750167257,0.000644346,0.005747055,14.22923793,0.0,0.0,0.0,0,0.51908751,0.740809405,1.248750572,0.685182813,-0.017644277,-0.045116485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.266508979,0.0,4.794537184,0.0,0.0,0.0,0.0,0,2,-5.37675071
C[Si](*)(CCC*)CCC1COC(=O)O1,C[Si](*)(CCC*)CCC1COC(=O)O1,C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,-0.301029996,100.0,17.3,-20.0,S_1,2.614795162,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.83e-107,5.13e-288,7.750167257,0.000644346,0.005747055,14.22923793,0.0,0.0,0.0,0,0.51908751,0.740809405,1.248750572,0.685182813,-0.017644277,-0.045116485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.266508979,0.0,4.794537184,0.0,0.0,0.0,0.0,0,2,-4.246416941
C[Si](*)(CCC*)CCC1COC(=O)O1,C[Si](*)(CCC*)CCC1COC(=O)O1,C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,0.0,100.0,17.3,-20.0,S_1,2.614795162,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.83e-107,5.13e-288,7.750167257,0.000644346,0.005747055,14.22923793,0.0,0.0,0.0,0,0.51908751,0.740809405,1.248750572,0.685182813,-0.017644277,-0.045116485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.266508979,0.0,4.794537184,0.0,0.0,0.0,0.0,0,2,-4.033389013
C[Si](*)(CCC*)CCC1COC(=O)O1,C[Si](*)(CCC*)CCC1COC(=O)O1,C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,0.301029996,100.0,17.3,-20.0,S_1,2.614795162,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.83e-107,5.13e-288,7.750167257,0.000644346,0.005747055,14.22923793,0.0,0.0,0.0,0,0.51908751,0.740809405,1.248750572,0.685182813,-0.017644277,-0.045116485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.266508979,0.0,4.794537184,0.0,0.0,0.0,0.0,0,2,-3.675717545
C[Si](*)(CCC*)CCC1COC(=O)O1,C[Si](*)(CCC*)CCC1COC(=O)O1,C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,0.602059991,100.0,17.3,-15.0,S_1,2.614795162,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.83e-107,5.13e-288,7.750167257,0.000644346,0.005747055,14.22923793,0.0,0.0,0.0,0,0.51908751,0.740809405,1.248750572,0.685182813,-0.017644277,-0.045116485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.266508979,0.0,4.794537184,0.0,0.0,0.0,0.0,0,2,-3.68613278
C[Si](*)(CCC*)CCC1COC(=O)O1,C[Si](*)(CCC*)CCC1COC(=O)O1,C(F)(F)(F)S(=O)(=O)[O-],-1.0,100.0,17.3,-15.0,S_1,2.614795162,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.83e-107,5.13e-288,7.750167257,0.000644346,0.005747055,14.22923793,0.0,0.0,0.0,0,0.51908751,0.740809405,1.248750572,0.685182813,-0.017644277,-0.045116485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.266508979,0.0,4.794537184,0.0,0.0,0.0,0.0,0,2,-6.136082623
C[Si](*)(CCC*)CCC1COC(=O)O1,C[Si](*)(CCC*)CCC1COC(=O)O1,C(F)(F)(F)S(=O)(=O)[O-],-0.522878745,100.0,17.3,-15.0,S_1,2.614795162,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.83e-107,5.13e-288,7.750167257,0.000644346,0.005747055,14.22923793,0.0,0.0,0.0,0,0.51908751,0.740809405,1.248750572,0.685182813,-0.017644277,-0.045116485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.266508979,0.0,4.794537184,0.0,0.0,0.0,0.0,0,2,-6.136082623
C[Si](*)(CCC*)CCC1COC(=O)O1,C[Si](*)(CCC*)CCC1COC(=O)O1,C(F)(F)(F)S(=O)(=O)[O-],-0.301029996,100.0,17.3,-20.0,S_1,2.614795162,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.83e-107,5.13e-288,7.750167257,0.000644346,0.005747055,14.22923793,0.0,0.0,0.0,0,0.51908751,0.740809405,1.248750572,0.685182813,-0.017644277,-0.045116485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.266508979,0.0,4.794537184,0.0,0.0,0.0,0.0,0,2,-6.449771647
C[Si](*)(CCC*)CCC1COC(=O)O1,C[Si](*)(CCC*)CCC1COC(=O)O1,C(F)(F)(F)S(=O)(=O)[O-],-0.15490196,100.0,17.3,-15.0,S_1,2.614795162,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.83e-107,5.13e-288,7.750167257,0.000644346,0.005747055,14.22923793,0.0,0.0,0.0,0,0.51908751,0.740809405,1.248750572,0.685182813,-0.017644277,-0.045116485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.266508979,0.0,4.794537184,0.0,0.0,0.0,0.0,0,2,-6.504455662
C[Si](*)(CCC*)CCC1COC(=O)O1,C[Si](*)(CCC*)CCC1COC(=O)O1,C(F)(F)(F)S(=O)(=O)[O-],0.0,100.0,17.3,-25.0,S_1,2.614795162,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.83e-107,5.13e-288,7.750167257,0.000644346,0.005747055,14.22923793,0.0,0.0,0.0,0,0.51908751,0.740809405,1.248750572,0.685182813,-0.017644277,-0.045116485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.266508979,0.0,4.794537184,0.0,0.0,0.0,0.0,0,2,-6.982966661
C[Si](*)(CCC*)CCC1COC(=O)O1,C[Si](*)(CCC*)CCC1COC(=O)O1,C(F)(F)(F)S(=O)(=O)[O-],0.301029996,100.0,17.3,-15.0,S_1,2.614795162,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.83e-107,5.13e-288,7.750167257,0.000644346,0.005747055,14.22923793,0.0,0.0,0.0,0,0.51908751,0.740809405,1.248750572,0.685182813,-0.017644277,-0.045116485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.266508979,0.0,4.794537184,0.0,0.0,0.0,0.0,0,2,-7.159266765
*CCC[Si](*)(CCC1COC(=O)O1)CCC1COC(=O)O1,*CCC[Si](*)(CCC1COC(=O)O1)CCC1COC(=O)O1,C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,-0.602059991,100.0,90.6,-10.0,S_1,2.877675788,0.004115226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.952165113,0.01741154,12.0312403,3.754594922,5.579639073,20.38460356,0.0,0.0,0.0,0,0.531682848,0.652696887,1.261129729,0.95339452,0.010478455,-0.045259148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.800547161,0.0,9.589074368,0.0,0.0,65.57946493,0.0,0,2,-6.54668166
